"b_Intercept","b_BoroughBROOKLYN","b_BoroughMANHATTAN","b_BoroughQUEENS","b_BoroughSTATENISLAND","sigma"
3.58756990126634,-0.104576964511151,-0.370146163345767,-0.177553134811233,-0.292959821834501,1.31677530076873
3.5910120373029,-0.0911051795161683,-0.349078174257961,-0.176098524565247,-0.288926946508957,1.32700352773304
3.66357768059676,-0.133794810415833,-0.38055331365263,-0.219306860796877,-0.310303719437694,1.31871963698535
3.68137367024128,-0.118547885204521,-0.390288703732949,-0.226131440044516,-0.31556678567214,1.32343234658238
3.71697884711723,-0.114863014419445,-0.377298615963821,-0.223747095513364,-0.349352977115196,1.32252638713508
3.70422373724241,-0.088314154262908,-0.361805658952197,-0.174134398142982,-0.282299657022431,1.32661069743312
3.70041809725026,-0.103267080197891,-0.375830517046523,-0.186108273398415,-0.331828048509141,1.31608510988075
3.74443402179169,-0.122299311404602,-0.40444438705269,-0.215677074616457,-0.328073670843194,1.31852272981156
3.79730703164438,-0.148500644940777,-0.40977537478932,-0.208910770692087,-0.37956331175222,1.31993985778116
3.87172041366014,-0.134227715478009,-0.386573847617136,-0.198547241872659,-0.359921452056898,1.31657844050347
3.88723080744557,-0.0961119453016825,-0.368636088731368,-0.203356276546482,-0.35338461785152,1.32501572665832
3.88635147345397,-0.101836990139004,-0.370237727077578,-0.187010065612096,-0.32172422723856,1.32514373487963
3.60144945887467,-0.0999908643715424,-0.381993466764895,-0.19631759695687,-0.337068315459341,1.31940277300011
3.6830947245706,-0.0988183150288192,-0.384758202168796,-0.170602599507849,-0.250537038739869,1.32035341127171
3.69865316870458,-0.107475427408387,-0.388091042433885,-0.205472284977134,-0.336852675553935,1.31521047827602
3.84775062903867,-0.131711608670519,-0.388295597703057,-0.199208493544243,-0.355466610550185,1.33438239190627
3.76315283845914,-0.102413764218019,-0.372549052638095,-0.175301211620806,-0.286434037242383,1.32950799276741
3.75103599496302,-0.10234429730764,-0.372881476366567,-0.166726315867706,-0.296741381678389,1.32402103289727
3.77622569756767,-0.109472461849117,-0.384054826163454,-0.163564979271814,-0.260753728899157,1.3212168000801
3.76926727587527,-0.100667843386077,-0.38033443018043,-0.221098882034418,-0.314657998013647,1.32214587396344
3.810639658177,-0.0939472807383224,-0.354175777665194,-0.204003746782369,-0.289959549859348,1.32572655285231
3.7959445267055,-0.118038087612506,-0.382835611101968,-0.212535249959289,-0.304445340773245,1.32516797536629
3.85597482520818,-0.125987989045701,-0.390706771662859,-0.192373557960165,-0.390567279512189,1.31529258905719
3.85876885795289,-0.125920087409714,-0.385919053058359,-0.218215514055129,-0.317286025406246,1.33146432253768
3.84998162096953,-0.125994764258741,-0.425067775536051,-0.18994886570133,-0.343144138252876,1.31325089510316
3.83812954526401,-0.123023297604903,-0.422794476034424,-0.18490849142599,-0.283736537314791,1.31969420518316
